date,plant,production_line,shift,vehicle_model,planned_production,actual_production,scrap_units,rework_units,downtime_minutes
2024-09-01,Plant-C,Line-2,Shift-B,Offroad-A,493,1196,19,35,44
2024-05-30,Plant-C,Line-1,Shift-C,Offroad-A,704,445,1,10,98
2024-04-20,Plant-B,Line-3,Shift-C,SUV-B,584,781,3,16,109
2024-02-16,Plant-C,Line-1,Shift-C,Utility-A,682,537,34,18,45
2024-03-03,Plant-D,Line-1,Shift-B,SUV-A,554,850,13,7,66
2024-08-12,Plant-B,Line-1,Shift-A,SUV-B,1085,724,20,13,92
2024-03-09,Plant-A,Line-2,Shift-C,SUV-A,1084,783,47,25,15
2024-10-25,Plant-D,Line-2,Shift-A,SUV-B,1065,772,14,24,9
2024-10-16,Plant-D,Line-3,Shift-A,Offroad-A,413,493,38,9,67
2024-10-22,Plant-A,Line-3,Shift-C,SUV-B,1039,889,49,31,51
2024-07-21,Plant-B,Line-3,Shift-A,Offroad-A,740,848,19,14,49
2024-03-01,Plant-D,Line-2,Shift-B,SUV-B,1003,355,5,3,67
2024-11-13,Plant-D,Line-2,Shift-B,SUV-A,1182,666,27,27,1
2024-11-09,Plant-D,Line-1,Shift-A,SUV-A,1133,1123,47,3,74
2024-06-09,Plant-B,Line-2,Shift-A,SUV-B,872,579,42,12,78
2024-11-26,Plant-B,Line-1,Shift-B,Utility-A,507,471,1,11,74
2024-01-16,Plant-B,Line-1,Shift-A,Utility-A,730,844,27,14,118
2024-12-03,Plant-D,Line-2,Shift-A,SUV-B,939,1055,33,28,116
2024-04-03,Plant-C,Line-1,Shift-A,Utility-A,838,966,13,22,86
2024-10-30,Plant-A,Line-1,Shift-A,SUV-A,1108,1060,8,12,101
2024-05-17,Plant-C,Line-3,Shift-C,Utility-A,1111,824,22,37,113
2024-12-03,Plant-B,Line-1,Shift-A,SUV-B,1065,923,43,34,93
2024-02-07,Plant-D,Line-2,Shift-B,Utility-A,783,1145,34,39,59
2024-05-06,Plant-D,Line-2,Shift-C,SUV-B,981,857,21,11,49
2024-10-01,Plant-C,Line-1,Shift-C,SUV-A,559,941,4,29,0
2024-06-12,Plant-C,Line-3,Shift-B,Offroad-A,831,524,40,4,108
2024-11-14,Plant-A,Line-2,Shift-A,SUV-A,795,870,28,1,96
2024-03-17,Plant-D,Line-2,Shift-C,SUV-A,1014,1041,34,29,108
2024-06-22,Plant-C,Line-3,Shift-C,SUV-B,887,620,49,34,116
2024-12-23,Plant-A,Line-1,Shift-A,SUV-A,1147,1023,33,9,36
2024-11-16,Plant-B,Line-2,Shift-A,SUV-A,588,1137,3,8,22
2024-03-31,Plant-C,Line-1,Shift-B,Utility-A,817,1067,44,16,48
2024-08-25,Plant-B,Line-1,Shift-C,SUV-B,742,921,48,37,111
2024-09-20,Plant-A,Line-1,Shift-A,Utility-A,760,535,8,29,116
2024-06-27,Plant-B,Line-1,Shift-A,SUV-B,508,936,13,34,81
2024-07-27,Plant-D,Line-2,Shift-B,Utility-A,700,443,44,6,73
2024-03-13,Plant-D,Line-3,Shift-C,Utility-A,767,928,4,11,63
2024-04-16,Plant-B,Line-2,Shift-A,Offroad-A,654,863,49,33,16
2024-12-10,Plant-D,Line-3,Shift-B,SUV-A,715,527,46,2,70
2024-10-21,Plant-A,Line-1,Shift-C,Utility-A,1104,1003,26,32,14
2024-10-10,Plant-D,Line-3,Shift-C,Offroad-A,470,905,10,39,50
2024-12-18,Plant-B,Line-1,Shift-C,Utility-A,668,1035,29,12,26
2024-06-30,Plant-B,Line-2,Shift-C,Utility-A,900,644,36,10,8
2024-02-06,Plant-B,Line-2,Shift-B,Offroad-A,608,580,38,39,63
2024-05-16,Plant-C,Line-3,Shift-A,Offroad-A,877,585,33,19,62
2024-12-03,Plant-B,Line-1,Shift-C,Offroad-A,575,442,23,30,84
2024-02-25,Plant-A,Line-1,Shift-C,SUV-A,638,836,15,32,52
2024-07-05,Plant-D,Line-3,Shift-A,SUV-A,1009,393,29,33,100
2024-12-06,Plant-D,Line-1,Shift-C,Utility-A,841,888,23,8,92
2024-09-14,Plant-C,Line-1,Shift-C,SUV-A,1000,1133,2,6,41
2024-02-27,Plant-C,Line-1,Shift-A,Offroad-A,1163,824,28,8,108
2024-12-28,Plant-A,Line-2,Shift-A,SUV-B,891,388,41,25,96
2024-05-02,Plant-B,Line-2,Shift-C,SUV-A,498,734,11,1,116
2024-07-06,Plant-C,Line-2,Shift-A,Offroad-A,728,784,26,4,69
2024-08-17,Plant-D,Line-1,Shift-B,Offroad-A,725,638,28,1,88
2024-06-16,Plant-C,Line-2,Shift-B,Offroad-A,844,597,1,9,34
2024-04-23,Plant-C,Line-1,Shift-C,Offroad-A,1065,911,28,30,16
2024-09-08,Plant-B,Line-1,Shift-C,Utility-A,694,708,39,32,43
2024-04-16,Plant-C,Line-3,Shift-A,Offroad-A,841,787,8,5,90
2024-02-06,Plant-A,Line-1,Shift-A,Offroad-A,1194,1144,43,13,42
2024-11-30,Plant-D,Line-2,Shift-C,Utility-A,430,558,27,13,103
2024-04-01,Plant-B,Line-2,Shift-C,SUV-A,530,473,36,14,88
2024-01-18,Plant-D,Line-1,Shift-B,SUV-B,1127,1110,22,32,75
2024-12-19,Plant-A,Line-2,Shift-A,Utility-A,926,752,12,30,106
2024-03-03,Plant-A,Line-1,Shift-C,Utility-A,837,633,4,16,117
2024-05-29,Plant-C,Line-3,Shift-C,SUV-A,725,1012,31,14,100
2024-05-18,Plant-C,Line-1,Shift-A,SUV-A,666,925,27,19,103
2024-07-04,Plant-C,Line-1,Shift-A,Offroad-A,685,590,14,20,43
2024-07-03,Plant-D,Line-3,Shift-C,SUV-A,690,516,23,28,117
2024-07-23,Plant-A,Line-2,Shift-C,SUV-B,767,1101,31,8,37
2024-09-16,Plant-B,Line-3,Shift-C,Utility-A,885,910,20,28,40
2024-08-01,Plant-C,Line-3,Shift-A,SUV-B,954,1048,4,33,24
2024-09-12,Plant-D,Line-1,Shift-C,Offroad-A,567,497,36,8,48
2024-05-14,Plant-C,Line-1,Shift-C,SUV-B,870,1050,35,29,59
2024-03-01,Plant-A,Line-3,Shift-C,Offroad-A,1166,972,27,16,1
2024-12-28,Plant-B,Line-2,Shift-B,SUV-B,569,614,31,3,64
2024-11-05,Plant-A,Line-3,Shift-B,Utility-A,1170,850,22,39,113
2024-03-28,Plant-D,Line-2,Shift-A,SUV-B,745,628,15,31,2
2024-11-19,Plant-C,Line-3,Shift-C,SUV-A,477,1098,49,31,92
2024-07-25,Plant-A,Line-3,Shift-C,SUV-B,484,508,9,6,13
2024-05-08,Plant-D,Line-2,Shift-A,Utility-A,1060,409,28,37,44
2024-11-06,Plant-C,Line-3,Shift-A,Offroad-A,600,848,26,31,33
2024-01-03,Plant-B,Line-1,Shift-A,SUV-B,988,666,34,4,85
2024-08-29,Plant-A,Line-3,Shift-C,SUV-B,760,936,41,2,35
2024-04-30,Plant-C,Line-1,Shift-B,SUV-A,1161,837,44,19,14
2024-04-11,Plant-C,Line-2,Shift-A,Offroad-A,964,814,23,16,36
2024-02-07,Plant-C,Line-2,Shift-C,Offroad-A,701,577,22,15,9
2024-12-06,Plant-C,Line-1,Shift-A,Offroad-A,692,1015,2,10,8
2024-05-12,Plant-A,Line-3,Shift-C,Utility-A,693,705,35,12,49
2024-07-20,Plant-C,Line-1,Shift-A,Utility-A,508,815,44,17,34
2024-12-13,Plant-D,Line-1,Shift-C,SUV-A,764,1171,13,13,45
2024-01-21,Plant-A,Line-2,Shift-A,SUV-B,999,1148,3,33,105
2024-08-29,Plant-C,Line-1,Shift-B,Utility-A,1077,1102,43,11,80
2024-04-18,Plant-A,Line-3,Shift-A,Offroad-A,893,576,47,21,46
2024-10-29,Plant-D,Line-1,Shift-A,SUV-B,666,518,41,20,17
2024-03-24,Plant-D,Line-2,Shift-B,SUV-B,492,633,31,25,112
2024-03-23,Plant-A,Line-3,Shift-A,SUV-B,1084,611,19,38,24
2024-10-17,Plant-C,Line-2,Shift-B,SUV-A,463,1151,16,1,34
2024-03-09,Plant-C,Line-1,Shift-C,Utility-A,827,713,28,15,79
2024-05-08,Plant-D,Line-1,Shift-B,Utility-A,1037,870,38,33,50
2024-07-14,Plant-C,Line-2,Shift-B,SUV-B,767,447,31,10,108
2024-05-19,Plant-D,Line-2,Shift-C,SUV-A,1141,361,3,18,118
2024-10-09,Plant-C,Line-3,Shift-B,SUV-A,504,1133,23,29,112
2024-11-07,Plant-D,Line-2,Shift-B,Utility-A,608,932,43,6,88
2024-08-21,Plant-B,Line-2,Shift-C,Utility-A,973,766,41,26,54
2024-01-23,Plant-C,Line-1,Shift-A,SUV-A,1151,850,1,21,15
2024-06-01,Plant-C,Line-1,Shift-A,Offroad-A,873,484,13,16,104
2024-10-03,Plant-C,Line-2,Shift-B,SUV-A,460,608,39,14,87
2024-03-01,Plant-A,Line-2,Shift-A,Offroad-A,745,866,41,8,116
2024-11-14,Plant-C,Line-1,Shift-A,Utility-A,411,1100,37,11,11
2024-02-21,Plant-A,Line-3,Shift-B,SUV-A,865,643,33,7,98
2024-12-09,Plant-A,Line-3,Shift-C,SUV-A,1048,1196,45,1,58
2024-06-01,Plant-D,Line-3,Shift-A,SUV-A,594,960,42,15,72
2024-08-24,Plant-A,Line-3,Shift-B,SUV-A,473,789,1,2,111
2024-11-06,Plant-A,Line-1,Shift-C,SUV-B,785,500,35,30,36
2024-10-28,Plant-B,Line-2,Shift-A,SUV-B,535,830,5,25,31
2024-02-01,Plant-C,Line-3,Shift-C,Utility-A,954,607,35,1,56
2024-02-24,Plant-A,Line-1,Shift-B,Utility-A,835,498,21,29,82
2024-12-17,Plant-C,Line-2,Shift-C,SUV-A,438,491,4,12,21
2024-02-05,Plant-A,Line-3,Shift-C,SUV-B,942,600,37,36,44
2024-04-19,Plant-D,Line-2,Shift-B,Utility-A,1053,1095,40,13,97
2024-06-25,Plant-B,Line-3,Shift-A,Offroad-A,719,993,21,0,82
2024-12-27,Plant-A,Line-2,Shift-A,SUV-B,955,396,47,31,113
2024-11-09,Plant-C,Line-3,Shift-C,SUV-B,1099,721,10,5,11
2024-10-21,Plant-D,Line-3,Shift-C,SUV-B,752,443,42,21,81
2024-12-01,Plant-C,Line-2,Shift-C,SUV-A,913,1110,30,10,4
2024-04-06,Plant-D,Line-2,Shift-C,Offroad-A,882,705,41,22,25
2024-07-31,Plant-B,Line-2,Shift-A,SUV-A,815,881,28,13,115
2024-11-12,Plant-D,Line-1,Shift-B,Utility-A,769,1041,32,13,90
2024-05-16,Plant-C,Line-1,Shift-B,Offroad-A,742,621,21,19,19
2024-01-06,Plant-C,Line-2,Shift-B,SUV-A,724,778,48,6,60
2024-04-18,Plant-A,Line-1,Shift-C,SUV-B,766,997,26,18,7
2024-02-04,Plant-D,Line-3,Shift-C,Offroad-A,735,1098,7,25,61
2024-02-08,Plant-C,Line-2,Shift-B,SUV-B,695,1051,47,21,53
2024-05-29,Plant-A,Line-1,Shift-A,Utility-A,423,1073,5,5,79
2024-04-27,Plant-B,Line-2,Shift-B,Offroad-A,841,413,45,12,57
2024-09-17,Plant-C,Line-3,Shift-A,Utility-A,503,513,24,9,65
2024-03-27,Plant-A,Line-3,Shift-C,Utility-A,811,738,33,18,44
2024-03-16,Plant-C,Line-1,Shift-B,Utility-A,973,818,8,30,64
2024-11-08,Plant-D,Line-3,Shift-B,Offroad-A,1064,899,35,9,4
2024-08-01,Plant-A,Line-2,Shift-C,Utility-A,1174,1076,30,36,30
2024-10-11,Plant-D,Line-1,Shift-A,SUV-A,693,880,18,12,22
2024-08-26,Plant-B,Line-2,Shift-B,SUV-A,642,1115,48,16,20
2024-06-13,Plant-D,Line-2,Shift-B,Utility-A,741,935,0,4,11
2024-03-27,Plant-A,Line-2,Shift-A,SUV-B,1032,1002,23,20,3
2024-05-20,Plant-C,Line-3,Shift-B,Utility-A,572,366,33,38,36
2024-06-08,Plant-A,Line-2,Shift-B,Utility-A,815,956,16,19,74
2024-02-15,Plant-D,Line-3,Shift-C,SUV-B,502,1095,33,6,105
2024-04-21,Plant-D,Line-2,Shift-A,Offroad-A,559,650,34,14,103
2024-02-14,Plant-C,Line-3,Shift-B,Offroad-A,656,437,35,14,116
2024-09-03,Plant-B,Line-3,Shift-B,Utility-A,1113,1159,12,22,8
2024-04-13,Plant-A,Line-3,Shift-C,SUV-A,956,912,24,32,25
2024-03-25,Plant-C,Line-2,Shift-B,SUV-A,975,594,11,1,102
2024-05-13,Plant-C,Line-2,Shift-C,SUV-A,595,816,20,31,26
2024-04-17,Plant-C,Line-3,Shift-B,Utility-A,790,791,36,14,92
2024-01-18,Plant-A,Line-2,Shift-C,SUV-A,469,462,45,6,109
2024-04-03,Plant-A,Line-3,Shift-A,SUV-A,1092,791,37,8,106
2024-05-29,Plant-A,Line-2,Shift-A,Offroad-A,646,357,0,27,61
2024-09-02,Plant-B,Line-3,Shift-B,Utility-A,728,898,47,21,49
2024-10-15,Plant-C,Line-3,Shift-B,Offroad-A,557,908,5,2,88
2024-07-27,Plant-D,Line-1,Shift-C,SUV-B,1097,449,44,1,81
2024-05-05,Plant-D,Line-2,Shift-C,Offroad-A,1142,694,44,21,117
2024-08-22,Plant-C,Line-2,Shift-A,Utility-A,984,1034,10,24,93
2024-05-01,Plant-D,Line-1,Shift-B,SUV-A,454,1102,15,24,71
2024-05-17,Plant-B,Line-3,Shift-C,Utility-A,885,830,21,31,1
2024-04-24,Plant-B,Line-3,Shift-A,Offroad-A,642,1052,45,6,85
2024-06-10,Plant-A,Line-1,Shift-A,Utility-A,752,691,10,30,84
2024-07-19,Plant-A,Line-1,Shift-C,Utility-A,809,583,36,36,102
2024-08-21,Plant-A,Line-3,Shift-B,Offroad-A,1126,1142,25,3,25
2024-01-28,Plant-A,Line-2,Shift-A,Offroad-A,414,584,25,32,92
2024-01-11,Plant-A,Line-1,Shift-C,SUV-B,546,475,41,14,68
2024-07-24,Plant-D,Line-1,Shift-A,SUV-B,889,1039,20,8,45
2024-06-15,Plant-D,Line-1,Shift-B,Offroad-A,1055,826,25,5,77
2024-09-03,Plant-A,Line-1,Shift-C,Utility-A,424,1034,14,30,62
2024-02-16,Plant-B,Line-1,Shift-B,Offroad-A,1010,721,38,33,98
2024-09-02,Plant-D,Line-1,Shift-B,SUV-A,1090,469,34,37,69
2024-05-06,Plant-B,Line-3,Shift-A,SUV-B,732,891,10,12,22
2024-05-26,Plant-B,Line-3,Shift-B,SUV-A,573,909,8,35,16
2024-04-27,Plant-C,Line-1,Shift-A,Utility-A,1174,528,41,31,87
2024-05-31,Plant-C,Line-3,Shift-C,SUV-A,689,443,22,21,103
2024-03-12,Plant-A,Line-2,Shift-C,Offroad-A,969,916,3,28,63
2024-12-28,Plant-B,Line-2,Shift-A,Offroad-A,1190,1097,29,10,28
2024-05-16,Plant-D,Line-1,Shift-A,Offroad-A,544,651,27,5,51
2024-06-23,Plant-C,Line-2,Shift-A,SUV-A,521,1148,24,4,93
2024-10-15,Plant-C,Line-2,Shift-B,SUV-A,426,767,21,0,23
2024-01-19,Plant-B,Line-3,Shift-C,SUV-A,465,935,24,38,34
2024-07-13,Plant-C,Line-3,Shift-C,Offroad-A,500,801,25,9,46
2024-11-25,Plant-C,Line-3,Shift-B,Offroad-A,787,766,49,9,100
2024-06-23,Plant-D,Line-3,Shift-A,Offroad-A,493,1173,28,23,50
2024-12-19,Plant-B,Line-2,Shift-C,SUV-A,466,471,45,6,1
2024-05-20,Plant-C,Line-1,Shift-B,SUV-A,649,406,40,21,20
2024-09-02,Plant-B,Line-3,Shift-A,Utility-A,541,1134,31,20,39
2024-04-02,Plant-C,Line-2,Shift-C,SUV-B,666,488,25,21,104
2024-08-26,Plant-D,Line-3,Shift-A,Offroad-A,951,548,27,32,68
2024-07-23,Plant-B,Line-2,Shift-B,SUV-A,614,1070,19,24,34
2024-02-17,Plant-C,Line-3,Shift-C,SUV-B,888,1134,47,30,43
2024-09-01,Plant-D,Line-1,Shift-A,SUV-A,895,710,1,15,34
2024-11-15,Plant-C,Line-3,Shift-A,SUV-A,879,999,22,14,119
2024-11-12,Plant-B,Line-1,Shift-A,Offroad-A,1042,759,38,28,82
2024-10-21,Plant-C,Line-3,Shift-B,SUV-B,889,995,4,18,79
2024-05-07,Plant-B,Line-3,Shift-A,SUV-A,400,1198,20,16,24
2024-12-09,Plant-B,Line-3,Shift-C,SUV-B,408,877,21,25,79
2024-10-08,Plant-C,Line-2,Shift-C,SUV-B,779,964,48,35,30
2024-01-17,Plant-D,Line-2,Shift-A,Offroad-A,543,592,10,35,96
2024-03-11,Plant-A,Line-1,Shift-B,SUV-B,701,439,29,34,80
2024-09-25,Plant-D,Line-1,Shift-C,Utility-A,1049,865,27,39,84
2024-11-20,Plant-D,Line-2,Shift-C,Utility-A,816,411,35,22,51
2024-10-08,Plant-C,Line-1,Shift-C,Offroad-A,578,561,16,8,34
2024-10-31,Plant-D,Line-1,Shift-A,Offroad-A,677,597,20,33,112
2024-01-07,Plant-D,Line-2,Shift-C,Utility-A,543,1053,36,17,22
2024-11-09,Plant-A,Line-2,Shift-A,Offroad-A,738,846,35,15,48
2024-10-31,Plant-D,Line-2,Shift-A,SUV-B,858,405,24,31,15
2024-04-12,Plant-A,Line-2,Shift-A,SUV-A,1101,808,23,27,101
2024-11-04,Plant-C,Line-3,Shift-A,Offroad-A,730,638,29,31,57
2024-07-11,Plant-A,Line-2,Shift-A,Utility-A,669,892,41,17,49
2024-08-28,Plant-B,Line-1,Shift-C,SUV-A,586,819,34,33,77
2024-03-02,Plant-B,Line-3,Shift-A,SUV-B,1065,738,20,28,63
2024-01-17,Plant-A,Line-3,Shift-A,SUV-A,571,770,5,20,51
2024-06-19,Plant-B,Line-1,Shift-A,Utility-A,803,862,20,0,39
2024-01-25,Plant-C,Line-3,Shift-A,SUV-A,867,1059,7,15,114
2024-09-07,Plant-B,Line-1,Shift-A,Utility-A,646,906,4,32,104
2024-09-09,Plant-A,Line-3,Shift-A,Offroad-A,922,908,39,20,116
2024-07-25,Plant-C,Line-3,Shift-C,Offroad-A,958,1083,9,34,53
2024-01-29,Plant-B,Line-1,Shift-A,Utility-A,1177,1147,30,26,113
2024-04-26,Plant-C,Line-1,Shift-A,Offroad-A,510,430,29,19,96
2024-10-08,Plant-A,Line-1,Shift-C,SUV-B,702,793,20,30,84
2024-05-23,Plant-B,Line-1,Shift-C,SUV-A,872,1141,35,15,16
2024-01-25,Plant-C,Line-2,Shift-B,Utility-A,1190,636,26,13,3
2024-11-05,Plant-C,Line-2,Shift-C,Utility-A,691,633,37,31,79
2024-06-04,Plant-B,Line-1,Shift-C,Utility-A,651,840,34,31,55
2024-03-13,Plant-C,Line-2,Shift-A,SUV-B,987,737,31,1,29
2024-04-29,Plant-C,Line-1,Shift-B,SUV-B,574,1050,25,21,107
2024-11-07,Plant-A,Line-1,Shift-A,SUV-B,508,900,3,36,108
2024-11-16,Plant-A,Line-3,Shift-B,Utility-A,739,944,26,16,33
2024-04-02,Plant-A,Line-1,Shift-A,SUV-B,413,757,35,31,85
2024-03-26,Plant-A,Line-1,Shift-C,Offroad-A,1092,676,36,37,43
2024-12-01,Plant-A,Line-1,Shift-C,SUV-A,721,525,26,16,105
2024-12-29,Plant-A,Line-1,Shift-B,Offroad-A,1183,870,46,33,92
2024-04-27,Plant-B,Line-3,Shift-A,Offroad-A,442,1139,47,6,110
2024-08-20,Plant-A,Line-1,Shift-A,SUV-B,860,732,5,28,68
2024-07-17,Plant-C,Line-3,Shift-C,Utility-A,501,607,17,16,64
2024-07-24,Plant-B,Line-1,Shift-C,Offroad-A,1024,696,25,23,103
2024-12-04,Plant-C,Line-3,Shift-B,SUV-A,1104,621,43,7,52
2024-05-26,Plant-A,Line-2,Shift-C,SUV-B,408,610,23,22,88
2024-09-27,Plant-A,Line-3,Shift-B,Offroad-A,548,745,6,32,113
2024-05-18,Plant-C,Line-3,Shift-B,SUV-B,737,1041,43,28,69
2024-06-29,Plant-C,Line-1,Shift-B,SUV-A,623,503,13,18,86
2024-01-30,Plant-C,Line-3,Shift-B,SUV-B,509,876,12,4,32
2024-02-26,Plant-D,Line-3,Shift-C,Utility-A,753,416,25,36,77
2024-08-19,Plant-D,Line-1,Shift-B,Offroad-A,483,1190,42,22,105
2024-05-25,Plant-D,Line-2,Shift-C,Offroad-A,954,1048,42,25,35
2024-02-17,Plant-D,Line-2,Shift-B,Utility-A,465,697,1,23,17
2024-07-12,Plant-B,Line-2,Shift-C,SUV-A,787,412,45,20,118
2024-08-11,Plant-A,Line-3,Shift-B,SUV-A,1020,705,46,32,50
2024-05-15,Plant-C,Line-1,Shift-C,SUV-B,1013,630,22,25,56
2024-01-22,Plant-A,Line-2,Shift-A,Offroad-A,534,390,27,9,103
2024-01-06,Plant-C,Line-2,Shift-B,SUV-A,485,889,0,28,43
2024-07-22,Plant-A,Line-2,Shift-B,Utility-A,483,716,31,34,9
2024-08-26,Plant-B,Line-2,Shift-A,Utility-A,626,626,11,27,108
2024-07-03,Plant-D,Line-1,Shift-A,Utility-A,659,570,45,11,38
2024-12-25,Plant-A,Line-2,Shift-B,SUV-A,419,1078,49,6,55
2024-10-18,Plant-C,Line-3,Shift-C,Utility-A,434,1083,34,15,48
2024-11-30,Plant-A,Line-3,Shift-B,Offroad-A,1154,410,25,19,57
2024-08-07,Plant-B,Line-1,Shift-C,SUV-A,842,452,30,28,75
2024-04-25,Plant-B,Line-2,Shift-A,SUV-A,669,534,11,34,101
2024-11-08,Plant-A,Line-2,Shift-C,Offroad-A,1134,496,28,27,22
2024-02-18,Plant-D,Line-3,Shift-B,Utility-A,805,424,4,6,6
2024-06-21,Plant-C,Line-1,Shift-A,SUV-A,907,822,34,21,44
2024-03-22,Plant-B,Line-3,Shift-A,Offroad-A,703,350,6,13,109
2024-11-17,Plant-B,Line-1,Shift-B,Offroad-A,1069,765,15,35,88
2024-11-28,Plant-A,Line-1,Shift-B,SUV-B,684,818,31,9,54
2024-02-14,Plant-B,Line-1,Shift-A,Utility-A,947,714,16,1,54
2024-11-30,Plant-B,Line-3,Shift-C,Utility-A,428,1194,20,21,76
2024-01-20,Plant-C,Line-1,Shift-C,Offroad-A,790,1023,26,15,37
2024-08-08,Plant-D,Line-3,Shift-C,SUV-A,815,366,39,34,18
2024-05-02,Plant-C,Line-3,Shift-B,SUV-B,1166,859,46,39,108
2024-08-21,Plant-D,Line-2,Shift-A,SUV-B,541,1104,14,10,21
2024-08-08,Plant-C,Line-3,Shift-C,SUV-A,1045,788,22,32,104
2024-11-18,Plant-A,Line-3,Shift-A,SUV-B,1055,880,7,33,10
2024-12-04,Plant-B,Line-2,Shift-C,SUV-A,740,1191,24,32,105
2024-01-03,Plant-D,Line-2,Shift-A,SUV-B,644,408,10,18,2
2024-06-30,Plant-A,Line-2,Shift-B,SUV-A,1165,1062,20,19,18
2024-07-24,Plant-B,Line-1,Shift-B,Offroad-A,404,464,9,9,90
2024-11-15,Plant-B,Line-1,Shift-B,Offroad-A,848,552,49,18,6
2024-02-09,Plant-B,Line-2,Shift-C,SUV-B,665,1155,8,11,118
2024-02-28,Plant-C,Line-1,Shift-B,SUV-B,890,892,47,9,100
2024-03-02,Plant-A,Line-2,Shift-B,Offroad-A,638,543,0,6,119
2024-05-11,Plant-A,Line-1,Shift-B,Utility-A,649,821,21,39,119
2024-02-29,Plant-B,Line-3,Shift-A,SUV-A,690,455,5,10,90
2024-11-26,Plant-D,Line-1,Shift-A,Utility-A,942,1167,29,15,110
2024-05-01,Plant-A,Line-1,Shift-A,SUV-B,1031,475,33,32,33
2024-04-16,Plant-C,Line-3,Shift-A,Offroad-A,478,763,12,37,10
2024-04-05,Plant-D,Line-2,Shift-A,SUV-B,920,964,21,16,101
2024-12-12,Plant-D,Line-1,Shift-A,Utility-A,849,1024,5,24,4
2024-08-22,Plant-D,Line-1,Shift-A,Offroad-A,955,859,40,30,115
2024-03-02,Plant-D,Line-3,Shift-B,Offroad-A,1133,850,45,0,70
2024-09-12,Plant-A,Line-3,Shift-B,Offroad-A,543,1176,23,38,35
2024-02-18,Plant-B,Line-3,Shift-C,SUV-A,519,470,20,19,4
2024-12-13,Plant-D,Line-3,Shift-B,SUV-B,964,1101,38,8,55
2024-06-07,Plant-C,Line-2,Shift-A,Utility-A,976,956,22,1,4
2024-05-03,Plant-C,Line-1,Shift-A,SUV-A,575,557,4,0,26
2024-11-12,Plant-B,Line-1,Shift-C,Utility-A,469,1010,6,38,92
2024-07-25,Plant-A,Line-1,Shift-B,SUV-A,1032,699,2,4,26
2024-02-17,Plant-B,Line-1,Shift-B,Offroad-A,602,1169,12,11,31
2024-05-15,Plant-D,Line-2,Shift-C,SUV-A,579,542,11,13,88
2024-07-19,Plant-A,Line-1,Shift-A,SUV-B,992,1003,5,38,105
2024-09-06,Plant-A,Line-2,Shift-A,SUV-B,966,1133,33,31,113
2024-11-09,Plant-D,Line-2,Shift-A,Utility-A,1090,1172,14,39,97
2024-12-22,Plant-C,Line-3,Shift-A,Offroad-A,1009,742,46,8,14
2024-11-13,Plant-D,Line-3,Shift-C,Offroad-A,509,846,17,32,104
2024-10-21,Plant-B,Line-1,Shift-B,Utility-A,823,741,48,24,97
2024-11-09,Plant-D,Line-2,Shift-A,SUV-B,1064,1062,2,37,98
2024-07-27,Plant-C,Line-3,Shift-B,SUV-B,902,1023,21,13,53
2024-12-20,Plant-D,Line-2,Shift-B,Utility-A,805,458,34,8,19
2024-07-29,Plant-B,Line-3,Shift-A,Offroad-A,1036,819,27,26,119
2024-07-10,Plant-B,Line-2,Shift-A,Utility-A,490,699,40,18,87
2024-02-13,Plant-C,Line-1,Shift-A,Utility-A,693,1124,41,24,33
2024-01-29,Plant-B,Line-1,Shift-B,SUV-A,792,1071,11,31,33
2024-02-28,Plant-B,Line-2,Shift-C,Utility-A,436,498,0,21,114
2024-03-11,Plant-D,Line-3,Shift-A,SUV-B,916,605,35,28,45
2024-04-01,Plant-A,Line-3,Shift-B,Utility-A,1061,738,29,27,90
2024-09-21,Plant-B,Line-1,Shift-B,Offroad-A,715,548,22,12,113
2024-08-07,Plant-B,Line-1,Shift-A,Offroad-A,571,792,36,27,20
2024-08-02,Plant-C,Line-1,Shift-C,SUV-B,805,1198,27,2,96
2024-10-03,Plant-C,Line-3,Shift-A,Offroad-A,661,535,48,29,38
2024-03-04,Plant-D,Line-3,Shift-A,Utility-A,883,693,4,10,39
2024-12-11,Plant-D,Line-1,Shift-C,SUV-B,426,1026,35,1,43
2024-10-18,Plant-B,Line-2,Shift-A,Offroad-A,894,457,46,8,35
2024-09-01,Plant-A,Line-3,Shift-A,Utility-A,454,944,9,32,54
2024-03-02,Plant-A,Line-1,Shift-C,Offroad-A,648,1162,4,25,88
2024-11-27,Plant-D,Line-2,Shift-B,SUV-A,672,429,13,15,70
2024-06-18,Plant-C,Line-3,Shift-B,Offroad-A,658,602,23,24,49
2024-09-25,Plant-B,Line-2,Shift-B,SUV-B,1177,374,27,0,113
2024-09-23,Plant-B,Line-2,Shift-B,Utility-A,590,632,20,20,57
2024-02-23,Plant-A,Line-3,Shift-B,Utility-A,974,912,44,19,73
2024-01-16,Plant-D,Line-1,Shift-A,SUV-B,845,969,39,4,73
2024-01-08,Plant-A,Line-2,Shift-C,SUV-A,901,587,11,16,37
2024-04-13,Plant-A,Line-1,Shift-B,Utility-A,1015,665,19,39,23
2024-02-28,Plant-D,Line-3,Shift-C,SUV-B,792,1189,31,37,107
2024-11-08,Plant-C,Line-2,Shift-B,Offroad-A,807,812,37,0,73
2024-02-09,Plant-B,Line-2,Shift-A,SUV-A,1199,1047,39,12,58
2024-08-24,Plant-C,Line-2,Shift-B,SUV-B,1170,941,41,17,44
