claim_date,vehicle_model,plant,supplier,part_name,failure_mode,claim_count,repair_cost,vehicle_age_months,region
2024-12-07,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Crack,5,19357,9,East
2024-10-31,SUV-B,Plant-D,Supplier-Alpha,Door Trim,Fitment Issue,3,13003,7,South
2024-07-31,SUV-B,Plant-A,Supplier-Delta,Dashboard Panel,Fitment Issue,5,5407,35,East
2024-07-27,SUV-B,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Crack,3,15957,17,South
2024-01-11,Offroad-A,Plant-B,Supplier-Delta,Dashboard Panel,Crack,3,17880,26,East
2024-05-25,Offroad-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Noise,2,18096,29,North
2024-02-04,Utility-A,Plant-C,Supplier-Delta,Fender Cladding,Surface Damage,1,23259,33,West
2024-02-24,Offroad-A,Plant-B,Supplier-Alpha,Front Bumper,Fitment Issue,3,10257,11,West
2024-12-16,SUV-B,Plant-A,Supplier-Alpha,Door Trim,Material Failure,2,23311,34,South
2024-01-28,SUV-A,Plant-C,Supplier-Delta,Rear Bumper,Material Failure,5,4346,6,West
2024-12-09,Utility-A,Plant-A,Supplier-Beta,Rear Bumper,Fitment Issue,7,2877,18,North
2024-06-12,Utility-A,Plant-B,Supplier-Alpha,Door Trim,Surface Damage,1,3346,31,South
2024-04-18,SUV-A,Plant-C,Supplier-Alpha,Front Bumper,Material Failure,1,9500,15,West
2024-01-24,Utility-A,Plant-B,Supplier-Beta,Front Bumper,Noise,2,18328,30,South
2024-06-09,SUV-B,Plant-C,Supplier-Delta,Dashboard Panel,Fitment Issue,2,16503,13,West
2024-06-13,SUV-B,Plant-B,Supplier-Alpha,Rear Bumper,Material Failure,4,8248,5,East
2024-09-28,Utility-A,Plant-A,Supplier-Alpha,Door Trim,Material Failure,6,17175,20,West
2024-04-21,Utility-A,Plant-D,Supplier-Beta,Rear Bumper,Fitment Issue,5,12261,18,West
2024-03-13,Utility-A,Plant-A,Supplier-Gamma,Fender Cladding,Surface Damage,4,20393,2,South
2024-02-19,Offroad-A,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,7,23240,12,East
2024-04-20,Offroad-A,Plant-C,Supplier-Alpha,Front Bumper,Crack,4,2719,20,South
2024-01-13,Offroad-A,Plant-B,Supplier-Gamma,Rear Bumper,Material Failure,1,11183,24,South
2024-03-11,SUV-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Crack,4,22579,9,West
2024-07-19,SUV-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,5,8848,35,South
2024-10-17,SUV-B,Plant-D,Supplier-Gamma,Fender Cladding,Crack,2,19147,31,East
2024-01-24,Utility-A,Plant-D,Supplier-Beta,Wheel Arch Cladding,Surface Damage,1,5398,29,West
2024-08-01,Utility-A,Plant-C,Supplier-Delta,Fender Cladding,Fitment Issue,7,7744,29,East
2024-10-21,Utility-A,Plant-B,Supplier-Beta,Fender Cladding,Noise,6,6073,4,East
2024-05-26,SUV-B,Plant-D,Supplier-Alpha,Front Bumper,Noise,1,19775,14,North
2024-06-22,Offroad-A,Plant-D,Supplier-Beta,Front Bumper,Fitment Issue,7,19226,28,South
2024-01-05,SUV-A,Plant-B,Supplier-Alpha,Door Trim,Material Failure,4,17308,33,West
2024-11-27,SUV-A,Plant-A,Supplier-Alpha,Rear Bumper,Surface Damage,5,12243,8,North
2024-12-25,SUV-B,Plant-B,Supplier-Gamma,Dashboard Panel,Crack,2,11218,1,East
2024-12-03,Utility-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Noise,5,23321,4,North
2024-01-07,Utility-A,Plant-A,Supplier-Beta,Rear Bumper,Crack,3,17556,29,South
2024-07-29,SUV-A,Plant-C,Supplier-Gamma,Rear Bumper,Crack,5,21275,35,East
2024-09-27,Offroad-A,Plant-B,Supplier-Alpha,Fender Cladding,Crack,3,16923,18,South
2024-11-24,SUV-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Material Failure,1,15774,19,East
2024-10-02,Offroad-A,Plant-A,Supplier-Gamma,Front Bumper,Noise,7,24262,21,North
2024-08-27,Offroad-A,Plant-D,Supplier-Beta,Rear Bumper,Crack,5,7123,16,West
2024-11-10,Offroad-A,Plant-A,Supplier-Delta,Fender Cladding,Crack,5,13978,6,East
2024-01-04,Offroad-A,Plant-B,Supplier-Beta,Front Bumper,Noise,5,21833,26,East
2024-07-20,Utility-A,Plant-A,Supplier-Delta,Fender Cladding,Crack,7,7960,1,East
2024-04-15,SUV-A,Plant-A,Supplier-Alpha,Rear Bumper,Surface Damage,4,7905,18,East
2024-02-09,SUV-A,Plant-C,Supplier-Beta,Dashboard Panel,Noise,1,23806,1,West
2024-03-05,Offroad-A,Plant-D,Supplier-Alpha,Rear Bumper,Crack,5,2410,27,South
2024-02-04,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Material Failure,2,5178,19,West
2024-02-13,Utility-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Surface Damage,1,21739,35,North
2024-09-19,SUV-B,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,5,22152,26,West
2024-05-29,Offroad-A,Plant-D,Supplier-Gamma,Dashboard Panel,Material Failure,7,12207,15,West
2024-10-05,Offroad-A,Plant-D,Supplier-Beta,Rear Bumper,Fitment Issue,6,6681,6,South
2024-03-05,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,2,19121,31,North
2024-12-09,SUV-A,Plant-D,Supplier-Alpha,Fender Cladding,Crack,6,21190,34,North
2024-10-02,SUV-A,Plant-B,Supplier-Delta,Fender Cladding,Surface Damage,4,22868,17,South
2024-02-01,SUV-B,Plant-D,Supplier-Alpha,Dashboard Panel,Crack,2,4870,3,South
2024-12-18,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Material Failure,7,24048,20,South
2024-06-12,Utility-A,Plant-B,Supplier-Beta,Door Trim,Fitment Issue,1,20623,2,North
2024-12-18,Offroad-A,Plant-D,Supplier-Gamma,Front Bumper,Crack,1,11668,9,North
2024-06-09,SUV-A,Plant-C,Supplier-Alpha,Fender Cladding,Material Failure,3,6753,23,West
2024-11-20,SUV-A,Plant-C,Supplier-Alpha,Front Bumper,Material Failure,3,13506,33,West
2024-03-22,Offroad-A,Plant-B,Supplier-Delta,Door Trim,Fitment Issue,3,23582,31,South
2024-09-21,SUV-A,Plant-C,Supplier-Beta,Door Trim,Crack,4,4710,19,West
2024-02-11,SUV-B,Plant-A,Supplier-Alpha,Dashboard Panel,Surface Damage,1,7425,4,West
2024-07-17,SUV-B,Plant-A,Supplier-Beta,Front Bumper,Material Failure,4,3667,34,East
2024-07-25,SUV-A,Plant-D,Supplier-Alpha,Rear Bumper,Crack,1,12849,15,West
2024-04-19,Offroad-A,Plant-A,Supplier-Delta,Front Bumper,Surface Damage,7,8155,29,East
2024-05-11,SUV-B,Plant-B,Supplier-Gamma,Fender Cladding,Fitment Issue,6,14549,6,East
2024-08-18,SUV-A,Plant-A,Supplier-Alpha,Front Bumper,Surface Damage,3,14885,7,North
2024-03-12,SUV-A,Plant-D,Supplier-Beta,Fender Cladding,Fitment Issue,3,15050,27,West
2024-11-23,Utility-A,Plant-A,Supplier-Delta,Fender Cladding,Material Failure,2,21856,25,West
2024-05-03,Offroad-A,Plant-D,Supplier-Beta,Fender Cladding,Noise,6,12552,1,North
2024-07-15,SUV-A,Plant-B,Supplier-Alpha,Rear Bumper,Noise,6,8232,9,East
2024-10-05,SUV-B,Plant-C,Supplier-Gamma,Rear Bumper,Material Failure,6,20356,22,East
2024-04-16,SUV-A,Plant-A,Supplier-Delta,Door Trim,Surface Damage,3,12970,22,South
2024-12-19,Offroad-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Noise,3,6806,2,South
2024-05-22,SUV-A,Plant-B,Supplier-Gamma,Rear Bumper,Fitment Issue,5,2546,6,East
2024-02-20,SUV-B,Plant-C,Supplier-Beta,Rear Bumper,Material Failure,1,16215,29,East
2024-05-02,SUV-B,Plant-C,Supplier-Beta,Door Trim,Crack,3,5234,1,East
2024-02-19,SUV-A,Plant-C,Supplier-Delta,Door Trim,Noise,5,14637,17,West
2024-12-04,Utility-A,Plant-A,Supplier-Gamma,Door Trim,Surface Damage,5,20959,32,North
2024-10-07,Offroad-A,Plant-C,Supplier-Alpha,Front Bumper,Material Failure,5,22126,4,West
2024-02-08,SUV-B,Plant-C,Supplier-Alpha,Fender Cladding,Noise,6,5388,5,North
2024-11-19,Offroad-A,Plant-C,Supplier-Alpha,Rear Bumper,Noise,6,4424,23,East
2024-11-23,Offroad-A,Plant-A,Supplier-Alpha,Dashboard Panel,Material Failure,6,12469,17,North
2024-12-27,SUV-B,Plant-B,Supplier-Beta,Fender Cladding,Crack,3,22861,34,North
2024-09-25,SUV-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Material Failure,4,2753,24,West
2024-06-14,Offroad-A,Plant-B,Supplier-Gamma,Door Trim,Crack,4,21233,34,North
2024-02-05,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,6,3152,35,West
2024-04-18,Utility-A,Plant-C,Supplier-Alpha,Dashboard Panel,Fitment Issue,1,24600,6,East
2024-08-30,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Fitment Issue,4,3515,3,South
2024-05-03,Offroad-A,Plant-C,Supplier-Beta,Dashboard Panel,Material Failure,3,13971,16,North
2024-08-10,SUV-B,Plant-D,Supplier-Delta,Door Trim,Crack,7,9596,29,East
2024-01-19,Offroad-A,Plant-C,Supplier-Alpha,Door Trim,Noise,1,6735,10,South
2024-02-06,SUV-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Material Failure,1,5385,29,East
2024-08-04,SUV-A,Plant-D,Supplier-Gamma,Fender Cladding,Noise,6,17056,31,West
2024-04-10,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Material Failure,1,10363,3,West
2024-07-11,Offroad-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Surface Damage,2,12121,22,West
2024-03-25,Offroad-A,Plant-D,Supplier-Delta,Front Bumper,Crack,3,14589,1,East
2024-08-20,Utility-A,Plant-D,Supplier-Beta,Rear Bumper,Surface Damage,6,4922,31,North
2024-02-08,SUV-B,Plant-D,Supplier-Gamma,Rear Bumper,Surface Damage,3,15308,5,East
2024-02-11,SUV-A,Plant-D,Supplier-Gamma,Fender Cladding,Crack,4,17741,27,West
2024-07-08,Utility-A,Plant-B,Supplier-Beta,Fender Cladding,Material Failure,4,5431,20,North
2024-11-04,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Crack,3,3740,1,South
2024-11-01,Offroad-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Crack,2,21960,23,South
2024-12-26,SUV-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,7,6773,4,North
2024-04-16,SUV-A,Plant-B,Supplier-Delta,Dashboard Panel,Fitment Issue,5,13627,30,South
2024-06-05,SUV-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Noise,7,10463,4,North
2024-08-12,SUV-A,Plant-D,Supplier-Beta,Door Trim,Crack,2,12662,7,West
2024-01-18,Offroad-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,7,2666,28,North
2024-02-29,Utility-A,Plant-A,Supplier-Gamma,Rear Bumper,Surface Damage,2,15183,31,South
2024-05-21,Utility-A,Plant-C,Supplier-Gamma,Rear Bumper,Fitment Issue,4,2879,17,West
2024-04-27,Utility-A,Plant-D,Supplier-Delta,Door Trim,Crack,2,15007,14,South
2024-06-16,Utility-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Material Failure,4,18206,19,East
2024-07-10,SUV-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,4,24149,7,North
2024-10-12,SUV-A,Plant-B,Supplier-Delta,Front Bumper,Fitment Issue,6,15200,23,South
2024-01-29,SUV-B,Plant-D,Supplier-Gamma,Front Bumper,Surface Damage,7,2295,2,South
2024-06-05,Offroad-A,Plant-C,Supplier-Beta,Rear Bumper,Material Failure,1,14897,12,South
2024-01-19,SUV-A,Plant-A,Supplier-Gamma,Fender Cladding,Material Failure,7,10300,11,West
2024-03-30,SUV-A,Plant-C,Supplier-Beta,Dashboard Panel,Surface Damage,6,23814,29,West
2024-04-19,Offroad-A,Plant-A,Supplier-Alpha,Rear Bumper,Surface Damage,2,16947,35,East
2024-02-27,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Surface Damage,7,10985,28,South
2024-04-25,SUV-A,Plant-D,Supplier-Alpha,Door Trim,Material Failure,2,24553,32,South
2024-02-09,Utility-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Material Failure,2,23749,7,North
2024-09-21,SUV-B,Plant-D,Supplier-Alpha,Front Bumper,Fitment Issue,6,23347,17,South
2024-04-30,SUV-B,Plant-C,Supplier-Delta,Dashboard Panel,Noise,7,5247,2,West
2024-04-19,Offroad-A,Plant-B,Supplier-Gamma,Rear Bumper,Fitment Issue,3,3537,22,West
2024-12-29,Utility-A,Plant-A,Supplier-Beta,Dashboard Panel,Crack,5,16952,28,East
2024-07-23,Offroad-A,Plant-D,Supplier-Alpha,Door Trim,Noise,5,14891,2,North
2024-06-07,SUV-B,Plant-B,Supplier-Beta,Fender Cladding,Material Failure,3,3280,28,South
2024-11-29,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Fitment Issue,6,3526,20,West
2024-04-04,Utility-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,6,17399,11,North
2024-02-03,SUV-B,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,2,2291,21,East
2024-08-29,SUV-B,Plant-C,Supplier-Alpha,Front Bumper,Material Failure,4,2526,18,West
2024-11-13,Utility-A,Plant-C,Supplier-Gamma,Door Trim,Fitment Issue,7,3216,31,East
2024-11-25,SUV-B,Plant-C,Supplier-Beta,Fender Cladding,Noise,3,8994,3,East
2024-11-08,Offroad-A,Plant-C,Supplier-Gamma,Fender Cladding,Fitment Issue,4,13288,19,South
2024-05-28,Offroad-A,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,3,20261,7,West
2024-04-12,Offroad-A,Plant-D,Supplier-Beta,Front Bumper,Material Failure,2,2342,30,South
2024-11-05,Offroad-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Noise,6,16781,11,West
2024-08-04,SUV-A,Plant-B,Supplier-Alpha,Fender Cladding,Material Failure,6,4118,11,West
2024-06-13,SUV-B,Plant-C,Supplier-Delta,Door Trim,Noise,7,18161,17,West
2024-06-16,SUV-B,Plant-A,Supplier-Beta,Front Bumper,Crack,2,20698,32,East
2024-01-20,Offroad-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Crack,3,4383,4,East
2024-04-18,SUV-B,Plant-B,Supplier-Beta,Door Trim,Noise,7,14270,6,South
2024-07-17,SUV-A,Plant-B,Supplier-Gamma,Front Bumper,Material Failure,2,5365,30,South
2024-08-20,SUV-A,Plant-B,Supplier-Alpha,Rear Bumper,Surface Damage,1,20999,13,East
2024-06-20,SUV-A,Plant-A,Supplier-Beta,Door Trim,Noise,3,8946,1,West
2024-07-02,Utility-A,Plant-C,Supplier-Delta,Fender Cladding,Fitment Issue,7,16486,11,East
2024-08-05,Offroad-A,Plant-A,Supplier-Delta,Door Trim,Crack,2,15079,16,West
2024-01-17,SUV-B,Plant-C,Supplier-Delta,Wheel Arch Cladding,Noise,4,16709,25,North
2024-02-11,SUV-A,Plant-B,Supplier-Beta,Door Trim,Noise,5,10195,2,North
2024-06-04,SUV-A,Plant-B,Supplier-Beta,Dashboard Panel,Noise,5,22445,27,South
2024-01-21,SUV-B,Plant-D,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,2,23245,20,West
2024-05-30,SUV-B,Plant-D,Supplier-Delta,Front Bumper,Material Failure,4,6090,30,East
2024-04-20,Utility-A,Plant-B,Supplier-Alpha,Rear Bumper,Surface Damage,4,3203,17,South
2024-10-30,SUV-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,5,9521,25,West
2024-11-10,SUV-A,Plant-C,Supplier-Delta,Front Bumper,Surface Damage,6,8715,16,North
2024-05-07,Utility-A,Plant-B,Supplier-Beta,Front Bumper,Crack,6,7793,21,South
2024-02-21,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Surface Damage,1,14703,18,West
2024-09-29,SUV-B,Plant-B,Supplier-Gamma,Fender Cladding,Surface Damage,7,17395,10,South
2024-10-20,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Crack,1,8741,6,West
2024-03-15,SUV-B,Plant-B,Supplier-Beta,Door Trim,Fitment Issue,3,19298,17,South
2024-12-16,Utility-A,Plant-C,Supplier-Alpha,Fender Cladding,Fitment Issue,7,23932,12,West
2024-10-26,Offroad-A,Plant-C,Supplier-Beta,Door Trim,Crack,3,2546,33,South
2024-03-28,Utility-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,4,12683,30,East
2024-01-20,SUV-A,Plant-C,Supplier-Alpha,Dashboard Panel,Material Failure,5,19463,23,East
2024-03-09,Utility-A,Plant-D,Supplier-Gamma,Dashboard Panel,Surface Damage,7,8885,3,South
2024-06-18,Offroad-A,Plant-A,Supplier-Alpha,Dashboard Panel,Fitment Issue,6,11863,9,North
2024-06-02,Offroad-A,Plant-B,Supplier-Delta,Dashboard Panel,Surface Damage,2,13231,3,East
2024-10-31,SUV-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,3,6835,9,West
2024-04-15,SUV-A,Plant-B,Supplier-Alpha,Door Trim,Surface Damage,1,16045,19,West
2024-11-22,Offroad-A,Plant-C,Supplier-Delta,Rear Bumper,Crack,4,20415,22,South
2024-08-06,SUV-B,Plant-B,Supplier-Delta,Rear Bumper,Crack,3,12262,14,East
2024-09-30,Utility-A,Plant-B,Supplier-Delta,Fender Cladding,Crack,4,17594,31,West
2024-12-23,SUV-B,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Material Failure,6,18710,34,West
2024-04-04,SUV-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,2,19557,23,South
2024-09-21,Utility-A,Plant-D,Supplier-Alpha,Dashboard Panel,Crack,3,13811,33,East
2024-11-17,Utility-A,Plant-D,Supplier-Gamma,Rear Bumper,Surface Damage,5,5238,28,East
2024-09-02,SUV-A,Plant-B,Supplier-Delta,Front Bumper,Crack,2,16274,21,West
2024-11-11,SUV-B,Plant-B,Supplier-Alpha,Rear Bumper,Crack,1,24315,26,West
2024-04-17,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Noise,4,4467,10,South
2024-10-19,SUV-A,Plant-C,Supplier-Beta,Front Bumper,Material Failure,2,17508,23,East
2024-08-24,SUV-B,Plant-C,Supplier-Beta,Fender Cladding,Material Failure,2,18637,3,West
2024-01-29,Offroad-A,Plant-C,Supplier-Alpha,Door Trim,Crack,7,4950,10,East
2024-03-03,SUV-A,Plant-B,Supplier-Alpha,Fender Cladding,Crack,2,16598,1,South
2024-01-15,Offroad-A,Plant-C,Supplier-Gamma,Dashboard Panel,Noise,4,3556,28,South
2024-08-25,Offroad-A,Plant-A,Supplier-Beta,Front Bumper,Noise,7,4893,13,South
2024-01-09,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Material Failure,6,16121,14,South
2024-12-01,Utility-A,Plant-B,Supplier-Alpha,Fender Cladding,Material Failure,6,3158,1,North
2024-11-17,Offroad-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,5,2580,2,West
2024-01-01,SUV-B,Plant-C,Supplier-Delta,Dashboard Panel,Material Failure,7,24372,6,West
2024-04-30,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Surface Damage,4,3170,18,East
2024-01-09,SUV-B,Plant-C,Supplier-Beta,Fender Cladding,Crack,4,10792,18,South
2024-11-08,Offroad-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Surface Damage,1,16720,22,South
2024-07-02,Offroad-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,7,9731,12,North
2024-05-27,Offroad-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Material Failure,4,17196,11,East
2024-08-25,Offroad-A,Plant-C,Supplier-Alpha,Door Trim,Material Failure,4,14522,9,North
2024-09-14,SUV-A,Plant-C,Supplier-Beta,Door Trim,Crack,5,3294,28,West
2024-09-13,SUV-A,Plant-B,Supplier-Alpha,Front Bumper,Material Failure,6,2611,19,West
2024-11-25,Utility-A,Plant-C,Supplier-Delta,Rear Bumper,Material Failure,4,14881,20,South
2024-11-05,SUV-A,Plant-A,Supplier-Beta,Door Trim,Surface Damage,7,3214,4,East
2024-01-19,Offroad-A,Plant-C,Supplier-Delta,Dashboard Panel,Fitment Issue,4,21861,27,West
2024-01-18,Utility-A,Plant-C,Supplier-Delta,Rear Bumper,Surface Damage,4,15077,1,East
2024-10-06,Offroad-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Noise,7,23487,27,East
2024-05-06,Utility-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Material Failure,7,21645,28,East
2024-11-03,SUV-A,Plant-A,Supplier-Beta,Rear Bumper,Surface Damage,6,9941,35,West
2024-08-01,SUV-A,Plant-A,Supplier-Beta,Fender Cladding,Crack,4,21980,1,South
2024-10-02,SUV-A,Plant-C,Supplier-Gamma,Front Bumper,Fitment Issue,6,9863,3,North
2024-11-24,Utility-A,Plant-D,Supplier-Beta,Front Bumper,Fitment Issue,7,4547,4,East
2024-07-25,SUV-B,Plant-D,Supplier-Alpha,Fender Cladding,Crack,1,11581,27,North
2024-07-06,Offroad-A,Plant-C,Supplier-Gamma,Dashboard Panel,Crack,1,4464,23,North
2024-01-16,SUV-A,Plant-B,Supplier-Beta,Rear Bumper,Material Failure,6,23888,27,North
2024-05-20,SUV-A,Plant-B,Supplier-Beta,Rear Bumper,Fitment Issue,4,10029,25,West
2024-01-06,Offroad-A,Plant-C,Supplier-Alpha,Door Trim,Crack,6,20957,18,East
2024-10-07,SUV-B,Plant-A,Supplier-Beta,Wheel Arch Cladding,Noise,4,4980,2,South
2024-11-14,Offroad-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,1,5620,10,East
2024-06-23,SUV-A,Plant-C,Supplier-Delta,Rear Bumper,Crack,1,8114,34,North
2024-01-15,SUV-A,Plant-A,Supplier-Beta,Door Trim,Surface Damage,6,3549,26,North
2024-11-05,SUV-B,Plant-A,Supplier-Gamma,Dashboard Panel,Crack,4,16485,27,North
2024-05-07,Utility-A,Plant-D,Supplier-Alpha,Dashboard Panel,Fitment Issue,4,15905,32,North
2024-01-14,SUV-B,Plant-D,Supplier-Alpha,Door Trim,Material Failure,5,6425,11,South
2024-09-05,Offroad-A,Plant-C,Supplier-Beta,Front Bumper,Noise,1,5223,29,West
2024-02-03,SUV-A,Plant-D,Supplier-Alpha,Front Bumper,Crack,1,18031,13,East
2024-01-20,SUV-B,Plant-D,Supplier-Delta,Rear Bumper,Fitment Issue,6,23860,8,West
2024-09-06,SUV-A,Plant-B,Supplier-Alpha,Dashboard Panel,Crack,1,16005,24,North
2024-12-27,Utility-A,Plant-C,Supplier-Delta,Front Bumper,Crack,3,23537,29,South
2024-09-28,SUV-B,Plant-B,Supplier-Gamma,Door Trim,Fitment Issue,2,20036,1,South
2024-07-13,SUV-B,Plant-D,Supplier-Alpha,Fender Cladding,Surface Damage,7,3997,13,East
2024-08-25,SUV-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,7,13734,25,North
2024-04-12,Utility-A,Plant-A,Supplier-Delta,Rear Bumper,Fitment Issue,1,14063,7,South
2024-11-02,SUV-A,Plant-B,Supplier-Alpha,Dashboard Panel,Material Failure,3,14590,22,East
2024-08-30,Offroad-A,Plant-B,Supplier-Delta,Front Bumper,Crack,6,14792,33,East
2024-08-02,Offroad-A,Plant-C,Supplier-Delta,Front Bumper,Crack,6,21147,15,South
2024-08-30,Utility-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,2,15864,3,South
2024-03-17,Offroad-A,Plant-A,Supplier-Gamma,Front Bumper,Surface Damage,2,10535,8,West
2024-04-30,SUV-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Material Failure,1,18417,1,West
2024-10-28,SUV-B,Plant-D,Supplier-Delta,Rear Bumper,Surface Damage,2,4094,12,West
2024-02-09,Offroad-A,Plant-D,Supplier-Delta,Front Bumper,Surface Damage,3,19679,31,North
2024-01-29,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Material Failure,1,19841,28,East
2024-08-19,Utility-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,4,13656,19,East
2024-05-24,SUV-A,Plant-B,Supplier-Gamma,Dashboard Panel,Surface Damage,4,4411,18,North
2024-09-05,Offroad-A,Plant-C,Supplier-Beta,Dashboard Panel,Surface Damage,6,2945,13,North
2024-04-02,Offroad-A,Plant-A,Supplier-Alpha,Rear Bumper,Surface Damage,4,10883,35,East
2024-11-20,Offroad-A,Plant-D,Supplier-Beta,Fender Cladding,Crack,3,24914,22,East
2024-03-25,Utility-A,Plant-D,Supplier-Delta,Fender Cladding,Crack,3,9625,13,North
2024-11-17,Utility-A,Plant-A,Supplier-Alpha,Dashboard Panel,Crack,6,5584,6,South
2024-09-02,Utility-A,Plant-D,Supplier-Delta,Front Bumper,Crack,2,3286,8,East
2024-03-15,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Material Failure,7,6318,24,South
2024-05-30,SUV-A,Plant-B,Supplier-Alpha,Front Bumper,Fitment Issue,7,13148,16,East
2024-05-14,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Crack,6,2505,19,East
2024-07-08,Utility-A,Plant-D,Supplier-Delta,Door Trim,Surface Damage,3,19207,3,South
2024-02-03,Offroad-A,Plant-D,Supplier-Delta,Dashboard Panel,Fitment Issue,6,18911,22,North
2024-12-23,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Crack,1,21733,22,North
2024-04-14,SUV-B,Plant-A,Supplier-Delta,Door Trim,Noise,5,16597,23,East
2024-02-20,Utility-A,Plant-A,Supplier-Alpha,Front Bumper,Noise,4,10308,1,South
2024-06-20,Utility-A,Plant-D,Supplier-Beta,Front Bumper,Material Failure,6,8144,22,South
2024-03-10,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Noise,2,9898,16,South
2024-07-26,Offroad-A,Plant-C,Supplier-Alpha,Front Bumper,Material Failure,2,7579,3,West
2024-11-17,Offroad-A,Plant-D,Supplier-Beta,Fender Cladding,Material Failure,4,22549,2,East
2024-04-05,Utility-A,Plant-A,Supplier-Delta,Fender Cladding,Material Failure,7,14481,10,East
2024-02-27,SUV-B,Plant-C,Supplier-Beta,Front Bumper,Fitment Issue,7,9204,16,South
2024-04-29,SUV-A,Plant-B,Supplier-Beta,Dashboard Panel,Fitment Issue,4,16025,13,West
2024-06-19,Offroad-A,Plant-C,Supplier-Gamma,Dashboard Panel,Noise,1,9184,34,South
2024-04-20,Offroad-A,Plant-B,Supplier-Gamma,Dashboard Panel,Fitment Issue,2,2005,22,West
2024-03-01,SUV-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Crack,6,19619,19,South
2024-09-12,Utility-A,Plant-A,Supplier-Alpha,Fender Cladding,Material Failure,4,5720,18,South
2024-06-04,SUV-B,Plant-D,Supplier-Gamma,Door Trim,Crack,6,19552,10,East
2024-07-03,SUV-B,Plant-D,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,3,16738,19,North
